GAGA-ID	Species	Description	Download	Output name	Tissue	Caste	Note	SRA accession	Bioproject	BioSample	Assay Type	AvgSpotLen	Bases	Bytes	Center Name	Experiment	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Platform	ReleaseDate	Sample Name	SRA Study	GEO_Accession	source_name	genotype/variation	social_status	Strain	BIOME	Collection_date	dev_stage	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	health_state	Isolate	Library Name	sex	tissue_type																												
GAGA-0200	Camponotus japonicus	queen antennae 1	X	GAGA0200_Cjap_queen_antennae_rep3	Antennae	Queen		DRR028883	PRJDB3422	SAMD00024558	RNA-Seq	202	3.31 G	2.04 Gb	NIBB	DRX025959	2012-05/2012-06	Illumina HiSeq 2000	queen_antennae_1	PAIRED	RANDOM	TRANSCRIPTOMIC	Camponotus japonicus	18/08/2015	DRS020567	DRP002720	PRJDB3422	20121005_Run_idx14 Reared_in_Lab Extracted_Jun_2012	qa1_2012	queen_antennae_1	female	antennae																																				
GAGA-0200	Camponotus japonicus	male body 6	X	GAGA0200_Cjap_male_body_rep1	Whole	Male		DRR028882	PRJDB3422	SAMD00024557	RNA-Seq	202	3.04 G	1.89 Gb	NIBB	DRX025958	2012-05	Illumina HiSeq 2000	male_body_6	PAIRED	RANDOM	TRANSCRIPTOMIC	Camponotus japonicus	18/08/2015	DRS020566	DRP002720	PRJDB3422	20121005_Run_idx5 Reared_in_Lab Extracted_Jun_2012	mb6_2012	male_body_6	male	body																																				
GAGA-0200	Camponotus japonicus	male body 5	X	GAGA0200_Cjap_male_body_rep2	Whole	Male		DRR028881	PRJDB3422	SAMD00024556	RNA-Seq	202	3.15 G	1.95 Gb	NIBB	DRX025957	2012-05	Illumina HiSeq 2000	male_body_5	PAIRED	RANDOM	TRANSCRIPTOMIC	Camponotus japonicus	18/08/2015	DRS020565	DRP002720	PRJDB3422	20121005_Run_idx4 Reared_in_Lab Extracted_Jun_2012	mb5_2012	male_body_5	male	body																																				
GAGA-0200	Camponotus japonicus	male body 4	X	GAGA0200_Cjap_male_body_rep3	Whole	Male		DRR028880	PRJDB3422	SAMD00024555	RNA-Seq	200	5.37 G	3.32 Gb	NIBB	DRX025956	2011-06	Illumina HiSeq 2000	male_body_4	PAIRED	RANDOM	TRANSCRIPTOMIC	Camponotus japonicus	18/08/2015	DRS020564	DRP002720	PRJDB3422	20120330_Run_idx5 stored_in_acetone(-80_C) Extracted_Dec_2011	mb4_2011	male_body_4	male	body																																				
GAGA-0200	Camponotus japonicus	male body 3	X	GAGA0200_Cjap_male_body_rep4	Whole	Male		DRR028879	PRJDB3422	SAMD00024554	RNA-Seq	200	3.38 G	2.09 Gb	NIBB	DRX025955	2011-06	Illumina HiSeq 2000	male_body_3	PAIRED	RANDOM	TRANSCRIPTOMIC	Camponotus japonicus	18/08/2015	DRS020563	DRP002720	PRJDB3422	20120330_Run_idx3 stored_in_acetone(-80_C) Extracted_Dec_2011	mb3_2011	male_body_3	male	body																																				
GAGA-0200	Camponotus japonicus	male body 1	X	GAGA0200_Cjap_male_body_rep5	Whole	Male		DRR028878	PRJDB3422	SAMD00024553	RNA-Seq	200	3.12 G	1.92 Gb	NIBB	DRX025954	2011-06	Illumina HiSeq 2000	male_body_1	PAIRED	RANDOM	TRANSCRIPTOMIC	Camponotus japonicus	18/08/2015	DRS020562	DRP002720	PRJDB3422	20120330_Run_idx1 stored_in_acetone(-80_C) Extracted_Dec_2011	mb1_2011	male_body_1	male	body																																				
GAGA-0200	Camponotus japonicus	male antennae 2013	X	GAGA0200_Cjap_male_antennae_rep1	Antennae	Male		DRR028877	PRJDB3422	SAMD00024552	RNA-Seq	101	3.41 G	1.70 Gb	NIBB	DRX025953	2013-05	Illumina HiSeq 2500	male_antennae_2013	SINGLE	RANDOM	TRANSCRIPTOMIC	Camponotus japonicus	18/08/2015	DRS020561	DRP002720	PRJDB3422	20141022_Run_idx5 Reared_in_Lab Extracted_May_2013	ma4_2013	male_antennae_2013	female	antennae																																				
GAGA-0200	Camponotus japonicus	male antennae 3	X	GAGA0200_Cjap_male_antennae_rep2	Antennae	Male		DRR028876	PRJDB3422	SAMD00024551	RNA-Seq	202	3.28 G	2.01 Gb	NIBB	DRX025952	2012-05/2012-06	Illumina HiSeq 2000	male_antennae_3	PAIRED	RANDOM	TRANSCRIPTOMIC	Camponotus japonicus	18/08/2015	DRS020560	DRP002720	PRJDB3422	20121005_Run_idx13 Reared_in_Lab Extracted_Jun_2012	ma3_2012	male_antennae_3	male	antennae																																				
GAGA-0200	Camponotus japonicus	male antennae 2	X	GAGA0200_Cjap_male_antennae_rep3	Antennae	Male		DRR028875	PRJDB3422	SAMD00024550	RNA-Seq	202	2.92 G	1.79 Gb	NIBB	DRX025951	2012-05/2012-06	Illumina HiSeq 2000	male_antennae_2	PAIRED	RANDOM	TRANSCRIPTOMIC	Camponotus japonicus	18/08/2015	DRS020559	DRP002720	PRJDB3422	20121005_Run_idx12 Reared_in_Lab Extracted_Jun_2012	ma2_2012	male_antennae_2	male	antennae																																				
GAGA-0395	Crematogaster osakensis																																																																			
GAGA-0395	Crematogaster osakensis	spermatheca 1week unmated biological replicate 1		GAGA-0395_Cosa_spermatheca_1week_unmated_rep1	Spermatheca		To reveal the molecular mechanisms of long-term sperm storage in ant queens, we identified highly expressed genes in the sperm-storage organ (spermatheca) relative to those in body samples in Crematogaster osakensis queens using the RNA sequencing method.	DRR086535	PRJDB5484	SAMD00073655	RNA-Seq	202	6.18 G	4.06 Gb	NIBB	DRX080364	Illumina HiSeq 2000	PAIRED	RANDOM	TRANSCRIPTOMIC	Crematogaster osakensis	ILLUMINA	20/09/2017	SAMD00073655	DRP003794	Crematogaster osakensis spermatheca 1week unmated biological replicate 1	sra	gs, ncbi, s3	gs.US, ncbi.public, s3.us-east-1		Crematogaster osakensis spermatheca 1week unmated biological replicate 1						biological replicate 1																															
GAGA-0395	Crematogaster osakensis	spermatheca 1week unmated biological replicate 2		GAGA-0395_Cosa_spermatheca_1week_unmated_rep2	Spermatheca			DRR086536	PRJDB5484	SAMD00073656	RNA-Seq	202	3.13 G	1.96 Gb	NIBB	DRX080365	Illumina HiSeq 2000	PAIRED	RANDOM	TRANSCRIPTOMIC	Crematogaster osakensis	ILLUMINA	20/09/2017	SAMD00073656	DRP003794	Crematogaster osakensis spermatheca 1week unmated biological replicate 2	sra	gs, ncbi, s3	gs.US, ncbi.public, s3.us-east-1		Crematogaster osakensis spermatheca 1week unmated biological replicate 2						biological replicate 2																															
GAGA-0395	Crematogaster osakensis	spermatheca 1week unmated biological replicate 3		GAGA-0395_Cosa_spermatheca_1week_unmated_rep3	Spermatheca			DRR086537	PRJDB5484	SAMD00073657	RNA-Seq	202	1.54 G	974.69 Mb	NIBB	DRX080366	Illumina HiSeq 2000	PAIRED	RANDOM	TRANSCRIPTOMIC	Crematogaster osakensis	ILLUMINA	20/09/2017	SAMD00073657	DRP003794	Crematogaster osakensis spermatheca 1week unmated biological replicate 3	sra	gs, ncbi, s3	gs.US, ncbi.public, s3.us-east-1		Crematogaster osakensis spermatheca 1week unmated biological replicate 3						biological replicate 3																															
GAGA-0395	Crematogaster osakensis	spermatheca 1week mated biological replicate 1		GAGA-0395_Cosa_spermatheca_1week_mated_rep1	Spermatheca			DRR086538	PRJDB5484	SAMD00073658	RNA-Seq	202	4.45 G	2.93 Gb	NIBB	DRX080367	Illumina HiSeq 2000	PAIRED	RANDOM	TRANSCRIPTOMIC	Crematogaster osakensis	ILLUMINA	20/09/2017	SAMD00073658	DRP003794	Crematogaster osakensis spermatheca 1week mated biological replicate 1	sra	gs, ncbi, s3	gs.US, ncbi.public, s3.us-east-1		Crematogaster osakensis spermatheca 1week mated biological replicate 1						biological replicate 1																															
GAGA-0395	Crematogaster osakensis	spermatheca 1week mated biological replicate 2		GAGA-0395_Cosa_spermatheca_1week_mated_rep2	Spermatheca			DRR086539	PRJDB5484	SAMD00073659	RNA-Seq	202	3.49 G	2.27 Gb	NIBB	DRX080368	Illumina HiSeq 2000	PAIRED	RANDOM	TRANSCRIPTOMIC	Crematogaster osakensis	ILLUMINA	20/09/2017	SAMD00073659	DRP003794	Crematogaster osakensis spermatheca 1week mated biological replicate 2	sra	gs, ncbi, s3	gs.US, ncbi.public, s3.us-east-1		Crematogaster osakensis spermatheca 1week mated biological replicate 2						biological replicate 2																															
GAGA-0395	Crematogaster osakensis	spermatheca 1week mated biological replicate 3		GAGA-0395_Cosa_spermatheca_1week_mated_rep3	Spermatheca			DRR086540	PRJDB5484	SAMD00073660	RNA-Seq	202	5.17 G	3.37 Gb	NIBB	DRX080369	Illumina HiSeq 2000	PAIRED	RANDOM	TRANSCRIPTOMIC	Crematogaster osakensis	ILLUMINA	20/09/2017	SAMD00073660	DRP003794	Crematogaster osakensis spermatheca 1week mated biological replicate 3	sra	gs, ncbi, s3	gs.US, ncbi.public, s3.us-east-1		Crematogaster osakensis spermatheca 1week mated biological replicate 3						biological replicate 3																															
GAGA-0395	Crematogaster osakensis	spermatheca 1year mated biological replicate 1		GAGA-0395_Cosa_spermatheca_1year_mated_rep1	Spermatheca			DRR086541	PRJDB5484	SAMD00073661	RNA-Seq	202	5.72 G	3.76 Gb	NIBB	DRX080370	Illumina HiSeq 2000	PAIRED	RANDOM	TRANSCRIPTOMIC	Crematogaster osakensis	ILLUMINA	20/09/2017	SAMD00073661	DRP003794	Crematogaster osakensis spermatheca 1year mated biological replicate 1	sra	gs, ncbi, s3	gs.US, ncbi.public, s3.us-east-1		Crematogaster osakensis spermatheca 1year mated biological replicate 1						biological replicate 1																															
GAGA-0395	Crematogaster osakensis	spermatheca 1year mated biological replicate 2		GAGA-0395_Cosa_spermatheca_1year_mated_rep2	Spermatheca			DRR086542	PRJDB5484	SAMD00073662	RNA-Seq	202	2.69 G	1.76 Gb	NIBB	DRX080371	Illumina HiSeq 2000	PAIRED	RANDOM	TRANSCRIPTOMIC	Crematogaster osakensis	ILLUMINA	20/09/2017	SAMD00073662	DRP003794	Crematogaster osakensis spermatheca 1year mated biological replicate 2	sra	gs, ncbi, s3	gs.US, ncbi.public, s3.us-east-1		Crematogaster osakensis spermatheca 1year mated biological replicate 2						biological replicate 2																															
GAGA-0395	Crematogaster osakensis	spermatheca 1year mated biological replicate 3		GAGA-0395_Cosa_spermatheca_1year_mated_rep3	Spermatheca			DRR086543	PRJDB5484	SAMD00073663	RNA-Seq	202	2.12 G	1.31 Gb	NIBB	DRX080372	Illumina HiSeq 2000	PAIRED	RANDOM	TRANSCRIPTOMIC	Crematogaster osakensis	ILLUMINA	20/09/2017	SAMD00073663	DRP003794	Crematogaster osakensis spermatheca 1year mated biological replicate 3	sra	gs, ncbi, s3	gs.US, ncbi.public, s3.us-east-1		Crematogaster osakensis spermatheca 1year mated biological replicate 3						biological replicate 3																															
GAGA-0395	Crematogaster osakensis	queen body 1week mated biological replicate 1		GAGA-0395_Cosa_queen_body_1week_mated_rep1	Whole	Queen		DRR086544	PRJDB5484	SAMD00073664	RNA-Seq	202	3.32 G	2.19 Gb	NIBB	DRX080373	Illumina HiSeq 2000	PAIRED	RANDOM	TRANSCRIPTOMIC	Crematogaster osakensis	ILLUMINA	20/09/2017	SAMD00073664	DRP003794	Crematogaster osakensis queen body 1week mated biological replicate 1	sra	gs, ncbi, s3	gs.US, ncbi.public, s3.us-east-1		Crematogaster osakensis queen body 1week mated biological replicate 1						biological replicate 1																															
GAGA-0395	Crematogaster osakensis	queen body 1week mated biological replicate 2		GAGA-0395_Cosa_queen_body_1week_mated_rep2	Whole	Queen		DRR086545	PRJDB5484	SAMD00073665	RNA-Seq	202	3.03 G	1.91 Gb	NIBB	DRX080374	Illumina HiSeq 2000	PAIRED	RANDOM	TRANSCRIPTOMIC	Crematogaster osakensis	ILLUMINA	20/09/2017	SAMD00073665	DRP003794	Crematogaster osakensis queen body 1week mated biological replicate 2	sra	gs, ncbi, s3	gs.US, ncbi.public, s3.us-east-1		Crematogaster osakensis queen body 1week mated biological replicate 2						biological replicate 2																															
GAGA-0395	Crematogaster osakensis	queen body 1week mated biological replicate 3		GAGA-0395_Cosa_queen_body_1week_mated_rep3	Whole	Queen		DRR086546	PRJDB5484	SAMD00073666	RNA-Seq	202	2.91 G	1.83 Gb	NIBB	DRX080375	Illumina HiSeq 2000	PAIRED	RANDOM	TRANSCRIPTOMIC	Crematogaster osakensis	ILLUMINA	20/09/2017	SAMD00073666	DRP003794	Crematogaster osakensis queen body 1week mated biological replicate 3	sra	gs, ncbi, s3	gs.US, ncbi.public, s3.us-east-1		Crematogaster osakensis queen body 1week mated biological replicate 3						biological replicate 3																															
GAGA-0395	Crematogaster osakensis	queen body 1year mated biological replicate 1		GAGA-0395_Cosa_queen_body_1year_mated_rep1	Whole	Queen		DRR086547	PRJDB5484	SAMD00073667	RNA-Seq	202	2.63 G	1.65 Gb	NIBB	DRX080376	Illumina HiSeq 2000	PAIRED	RANDOM	TRANSCRIPTOMIC	Crematogaster osakensis	ILLUMINA	20/09/2017	SAMD00073667	DRP003794	Crematogaster osakensis queen body 1year mated biological replicate 1	sra	gs, ncbi, s3	gs.US, ncbi.public, s3.us-east-1		Crematogaster osakensis queen body 1year mated biological replicate 1						biological replicate 1																															
GAGA-0395	Crematogaster osakensis	queen body 1year mated biological replicate 2		GAGA-0395_Cosa_queen_body_1year_mated_rep2	Whole	Queen		DRR086548	PRJDB5484	SAMD00073668	RNA-Seq	202	3.42 G	2.15 Gb	NIBB	DRX080377	Illumina HiSeq 2000	PAIRED	RANDOM	TRANSCRIPTOMIC	Crematogaster osakensis	ILLUMINA	20/09/2017	SAMD00073668	DRP003794	Crematogaster osakensis queen body 1year mated biological replicate 2	sra	gs, ncbi, s3	gs.US, ncbi.public, s3.us-east-1		Crematogaster osakensis queen body 1year mated biological replicate 2						biological replicate 2																															
GAGA-0395	Crematogaster osakensis	queen body 1year mated biological replicate 3		GAGA-0395_Cosa_queen_body_1year_mated_rep3	Whole	Queen		DRR086549	PRJDB5484	SAMD00073669	RNA-Seq	202	4.16 G	2.63 Gb	NIBB	DRX080378	Illumina HiSeq 2000	PAIRED	RANDOM	TRANSCRIPTOMIC	Crematogaster osakensis	ILLUMINA	20/09/2017	SAMD00073669	DRP003794	Crematogaster osakensis queen body 1year mated biological replicate 3	sra	gs, ncbi, s3	gs.US, ncbi.public, s3.us-east-1		Crematogaster osakensis queen body 1year mated biological replicate 3						biological replicate 3																															
GAGA-0395	Crematogaster osakensis	male body biological replicate 1	X	GAGA-0395_Cosa_male_body_rep1	Whole	Male		DRR086550	PRJDB5484	SAMD00073670	RNA-Seq	202	2.09 G	1.29 Gb	NIBB	DRX080379	Illumina HiSeq 2000	PAIRED	RANDOM	TRANSCRIPTOMIC	Crematogaster osakensis	ILLUMINA	20/09/2017	SAMD00073670	DRP003794	Crematogaster osakensis male body biological replicate 1	sra	gs, ncbi, s3	gs.US, ncbi.public, s3.us-east-1		Crematogaster osakensis male body biological replicate 1						biological replicate 1																															
GAGA-0395	Crematogaster osakensis	male body biological replicate 2	X	GAGA-0395_Cosa_male_body_rep2	Whole	Male		DRR086551	PRJDB5484	SAMD00073671	RNA-Seq	202	2.82 G	1.75 Gb	NIBB	DRX080380	Illumina HiSeq 2000	PAIRED	RANDOM	TRANSCRIPTOMIC	Crematogaster osakensis	ILLUMINA	20/09/2017	SAMD00073671	DRP003794	Crematogaster osakensis male body biological replicate 2	sra	gs, ncbi, s3	gs.US, ncbi.public, s3.us-east-1		Crematogaster osakensis male body biological replicate 2						biological replicate 2																															
GAGA-0395	Crematogaster osakensis	male body biological replicate 3	X	GAGA-0395_Cosa_male_body_rep3	Whole	Male		DRR086552	PRJDB5484	SAMD00073672	RNA-Seq	202	2.83 G	1.77 Gb	NIBB	DRX080381	Illumina HiSeq 2000	PAIRED	RANDOM	TRANSCRIPTOMIC	Crematogaster osakensis	ILLUMINA	20/09/2017	SAMD00073672	DRP003794	Crematogaster osakensis male body biological replicate 3	sra	gs, ncbi, s3	gs.US, ncbi.public, s3.us-east-1		Crematogaster osakensis male body biological replicate 3						biological replicate 3																															
GAGA-0395	Crematogaster osakensis	accessory gland biological replicate 1	X	GAGA-0395_Cosa_accessory_gland_rep1	Accessory gland			DRR086553	PRJDB5484	SAMD00073673	RNA-Seq	202	4.45 G	2.94 Gb	NIBB	DRX080382	Illumina HiSeq 2000	PAIRED	RANDOM	TRANSCRIPTOMIC	Crematogaster osakensis	ILLUMINA	20/09/2017	SAMD00073673	DRP003794	Crematogaster osakensis accessory gland biological replicate 1	sra	gs, ncbi, s3	gs.US, ncbi.public, s3.us-east-1		Crematogaster osakensis accessory gland biological replicate 1						biological replicate 1																															
GAGA-0395	Crematogaster osakensis	accessory gland biological replicate 2	X	GAGA-0395_Cosa_accessory_gland_rep2	Accessory gland			DRR086554	PRJDB5484	SAMD00073674	RNA-Seq	202	5.00 G	3.31 Gb	NIBB	DRX080383	Illumina HiSeq 2000	PAIRED	RANDOM	TRANSCRIPTOMIC	Crematogaster osakensis	ILLUMINA	20/09/2017	SAMD00073674	DRP003794	Crematogaster osakensis accessory gland biological replicate 2	sra	gs, ncbi, s3	gs.US, ncbi.public, s3.us-east-1		Crematogaster osakensis accessory gland biological replicate 2						biological replicate 2																															
GAGA-0395	Crematogaster osakensis	accessory gland biological replicate 3	X	GAGA-0395_Cosa_accessory_gland_rep3	Accessory gland			DRR086555	PRJDB5484	SAMD00073675	RNA-Seq	202	2.29 G	1.44 Gb	NIBB	DRX080384	Illumina HiSeq 2000	PAIRED	RANDOM	TRANSCRIPTOMIC	Crematogaster osakensis	ILLUMINA	20/09/2017	SAMD00073675	DRP003794	Crematogaster osakensis accessory gland biological replicate 3	sra	gs, ncbi, s3	gs.US, ncbi.public, s3.us-east-1		Crematogaster osakensis accessory gland biological replicate 3						biological replicate 3																															
GAGA-0395	Crematogaster osakensis	worker body 1week		GAGA-0395_Cosa_worker_body_1week	Whole	Worker		DRR086556	PRJDB5484	SAMD00073676	RNA-Seq	202	1.59 G	1,019.68 Mb	NIBB	DRX080385	Illumina HiSeq 2000	PAIRED	RANDOM	TRANSCRIPTOMIC	Crematogaster osakensis	ILLUMINA	20/09/2017	SAMD00073676	DRP003794	Crematogaster osakensis worker body 1week	sra	gs, ncbi, s3	gs.US, ncbi.public, s3.us-east-1		Crematogaster osakensis worker body 1week																																					
GAGA-0395	Crematogaster osakensis	worker body 4 month		GAGA-0395_Cosa_worker_body_4month	Whole	Worker		DRR086557	PRJDB5484	SAMD00073677	RNA-Seq	202	2.63 G	1.65 Gb	NIBB	DRX080386	Illumina HiSeq 2000	PAIRED	RANDOM	TRANSCRIPTOMIC	Crematogaster osakensis	ILLUMINA	20/09/2017	SAMD00073677	DRP003794	Crematogaster osakensis worker body 4 month	sra	gs, ncbi, s3	gs.US, ncbi.public, s3.us-east-1		Crematogaster osakensis worker body 4 month																																					
GAGA-0337	Tapinoma melanocephalum																																																																			
GAGA-0337	Tapinoma melanocephalum						VIRUS STUDY: RNA virus diversity in apiary-associated insects	SRR8867390	PRJNA531527	SAMN11368534	RNA-Seq	202	3.55 G	Invertebrate	2.35 Gb	WESTERN SYDNEY UNIVERSITY	30/11/2012	SRX5654488	USA	North America	USA: Big Island, Hawaii	Illumina HiSeq 2500	Pooled_T_mel_ants_2	LIB6148_LDI5043	PAIRED	cDNA	TRANSCRIPTOMIC	Tapinoma melanocephalum	ILLUMINA	31/07/2019	T_mel_2	SRP191454				Hawaiian apiary	whole bodies	adult																														
GAGA-0337	Tapinoma melanocephalum							SRR8867391	PRJNA531527	SAMN11368533	RNA-Seq	202	3.99 G	Invertebrate	2.67 Gb	WESTERN SYDNEY UNIVERSITY	30/11/2012	SRX5654487	USA	North America	USA: Big Island, Hawaii	Illumina HiSeq 2500	Pooled_T_mel_ants_1	LIB6147_LDI5042	PAIRED	cDNA	TRANSCRIPTOMIC	Tapinoma melanocephalum	ILLUMINA	31/07/2019	T_mel_1	SRP191454				Hawaiian apiary	whole bodies	adult																														
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
